TS,IT,IH,OT,OH,HP
43,20.7333,35.7200,5.0944,61.0900,30.3450
44,20.4444,35.1500,4.6444,60.1400,30.3138
45,20.4611,35.2900,4.5944,59.0900,30.3450
46,20.7556,35.0300,4.6667,58.4700,30.5700
47,20.7667,34.8100,4.5389,57.5200,30.6325
48,20.5667,34.6800,4.6333,55.5200,30.6638
49,20.6000,34.3800,4.0833,54.3900,30.4763
50,20.8556,34.5200,3.6111,51.9000,30.8263
51,20.9500,34.7100,4.5667,46.8200,30.8263
52,20.7111,34.5500,4.8389,45.0800,30.8263
53,20.8333,34.4200,5.6556,42.0800,31.0450
54,21.1444,35.0100,6.0833,39.2000,31.1950
55,21.2278,35.5100,6.4056,36.9300,31.1625
56,21.0611,35.3400,6.0944,34.9700,31.1625
57,21.2222,35.3400,4.7222,32.4500,31.1313
58,21.6778,35.2400,4.5444,31.6800,31.0063
59,21.5889,35.1600,4.7389,30.7500,31.1638
60,21.4000,35.1300,5.2722,29.1600,31.1638
61,21.4778,35.0100,4.8722,27.8700,31.1013
62,21.9111,34.9000,4.9056,25.8900,30.5263
63,21.8333,34.7500,4.9778,24.7500,34.8388
64,21.6111,34.7700,4.3333,24.9500,34.8388
65,21.6333,34.6300,4.1056,25.1100,34.8075
66,22.0278,34.5300,3.3778,25.9100,34.3075
67,21.9889,34.3300,2.4389,26.1600,34.1200
68,21.5111,34.3700,2.2833,25.3600,34.1200
69,21.2556,34.2400,1.4722,25.0400,34.1200
70,21.3333,34.2300,0.7833,24.3800,33.8450
71,21.2167,33.9900,0.3222,26.6100,42.5325
72,20.7611,33.9800,0.1000,27.0200,42.5013
73,20.6611,33.8600,-0.5222,25.6000,42.3763
74,20.7556,34.6400,-0.9778,23.0400,42.5013
75,20.7167,35.2300,-1.1944,22.1800,45.9438
76,20.2444,34.1300,-1.4833,23.4800,49.7875
77,20.3222,32.9100,-1.6000,24.6900,49.9125
78,20.6389,32.0400,-1.7333,25.8100,49.5625
79,20.7333,32.5600,-1.9556,27.3600,49.5625
80,20.4056,32.5900,-2.2389,28.4200,53.8750
81,20.3000,31.9700,-2.4611,28.8200,53.8438
82,20.5444,31.9800,-2.7222,29.3000,53.8438
83,20.6667,32.2500,-2.9056,29.2000,53.8438
84,20.4833,32.3100,-2.8444,28.2700,58.2188
85,20.1722,32.4900,-2.9222,27.9600,58.0625
86,20.5056,32.6000,-3.3000,28.7700,57.8875
87,20.7500,32.7100,-3.5833,29.5300,57.5125
88,20.7667,32.6900,-3.8000,29.9600,57.2625
89,20.4056,32.7800,-3.9444,30.5800,57.2625
90,20.5833,33.5400,-4.0833,31.4200,57.3125
91,20.6833,34.8800,-4.2778,30.6800,57.6125
92,20.6333,34.6700,-4.5889,30.2000,57.8625
93,20.3722,34.2500,-4.8778,30.4300,57.9250
94,20.5222,33.8900,-5.1000,31.3000,58.0000
95,20.6556,33.9100,-5.3000,33.2600,57.3750
96,20.6333,33.5100,-5.6722,35.2800,44.8750
1,20.3444,33.3500,-6.0056,38.0700,44.9375
2,20.4389,33.2100,-6.2778,40.5500,44.9625
3,20.5167,32.8600,-6.4778,42.5100,41.7825
4,20.2222,32.5400,-6.6444,44.0700,41.7513
5,19.9667,32.3500,-6.7611,42.7700,41.5325
6,20.4056,31.8000,-6.9778,38.7700,41.1575
7,20.5500,31.4900,-7.0889,38.3000,32.6575
8,20.3556,31.0900,-7.2056,38.4100,32.6888
9,20.2333,30.9200,-7.3056,39.0000,32.8763
10,20.5667,30.6500,-7.3944,39.8400,32.9763
11,20.5944,30.5800,-7.5722,39.1200,32.8813
12,20.4278,30.5900,-7.6167,39.4300,32.8813
13,20.1833,30.6100,-7.6000,40.5300,32.6938
14,20.4222,30.4600,-7.7111,42.1500,32.4188
15,20.3778,30.2300,-7.7389,42.5200,28.0438
16,20.2611,30.0600,-7.8222,42.5000,28.0125
17,20.1889,29.9000,-7.8722,43.8400,28.0125
18,20.4278,29.8100,-7.8889,45.4200,27.8125
19,20.3444,29.6500,-7.9278,45.8100,27.9075
20,20.3889,29.5500,-8.0778,45.4900,27.9075
21,20.1833,29.4400,-8.1722,45.7400,28.0325
22,20.4111,29.3500,-8.2833,46.6300,28.8075
23,20.4944,29.2200,-8.3889,47.5000,28.9625
24,20.4667,29.1100,-8.4667,48.3900,28.9938
25,20.2444,29.0700,-8.5167,48.4600,29.0563
26,20.4722,28.9100,-8.6333,48.5100,26.9063
27,20.4278,28.7600,-8.6833,48.2600,29.9388
28,20.4278,28.6100,-8.7167,47.8100,29.9388
29,20.1111,28.5200,-8.7611,47.4900,29.6263
30,20.3000,28.3000,-8.8556,47.1700,29.6588
31,20.3500,28.2200,-8.9222,47.3600,33.9388
32,20.4278,28.1700,-8.8000,47.7900,33.9075
33,20.2111,28.2400,-8.7889,48.0800,33.9700
34,20.3944,28.3700,-8.8556,48.0100,34.6625
35,20.5556,28.8400,-8.8611,48.1300,39.1000
36,20.5333,29.1500,-8.7889,47.4900,39.1000
37,20.2278,29.1500,-8.8500,47.5300,39.1313
38,20.3111,29.2000,-8.8333,47.7200,38.5638
39,20.4500,29.1200,-8.7444,47.9500,30.2213
40,20.2833,29.1400,-8.6444,48.0500,30.2213
41,20.1444,29.0800,-8.7611,48.8200,30.3150
42,20.2833,29.0200,-8.7333,50.0700,32.0075
43,20.3667,28.8800,-8.7778,53.5000,28.4750
44,20.3000,28.8200,-8.8444,61.5600,28.5063
45,20.2222,28.7600,-9.1778,70.7800,28.6000
46,20.4056,28.7400,-9.3667,76.7200,28.5750
47,20.4167,28.9400,-9.3778,80.0000,28.6075
48,20.5389,28.8200,-9.2667,82.6000,28.6075
49,20.3556,28.6800,-9.0167,80.6000,28.5450
50,20.5056,28.4900,-8.9167,80.1000,28.9950
51,20.5389,28.3800,-8.6333,81.6000,29.0250
52,20.4889,28.3000,-8.5500,81.6000,28.9938
53,20.3778,28.2000,-8.7889,81.2000,29.0563
54,20.5778,28.2300,-8.2722,81.4000,28.6813
55,20.4500,28.3700,-7.9778,80.9000,28.6188
56,20.4667,28.3700,-7.8833,82.2000,28.6500
57,20.3333,28.3400,-7.9944,79.7800,28.6813
58,20.6389,28.3300,-7.9389,78.5100,28.8563
59,20.5000,28.4300,-7.8333,76.4900,28.8263
60,20.3611,28.4800,-7.8333,78.1800,28.7950
61,20.2278,28.4700,-7.7722,81.1000,28.7325
62,20.5056,28.3800,-8.0167,81.7000,28.0575
63,20.4333,28.3900,-7.9111,82.2000,32.3700
64,20.4444,28.4700,-7.5056,79.9700,32.4013
65,20.2222,28.5900,-7.4278,80.3000,32.4013
66,20.3722,28.6800,-7.5944,79.9700,32.4763
67,20.3444,28.6900,-7.6111,80.4000,32.3513
68,20.1722,28.7000,-7.4722,80.3000,32.3200
69,20.0944,28.5600,-7.7333,81.3000,32.2888
70,20.3500,28.4900,-7.7000,81.9000,31.8888
71,20.3778,28.4400,-7.9444,83.3000,40.0138
72,20.3556,28.3800,-8.2000,86.3000,40.0138
73,20.1222,28.3800,-8.2222,87.5000,39.8888
74,20.2611,28.4500,-8.4889,86.5000,39.8888
75,20.4444,28.8200,-8.7056,86.9000,43.1063
76,20.4111,28.6800,-8.9056,87.4000,46.7325
77,20.3667,28.8500,-8.9611,87.3000,46.9200
78,20.3389,28.7100,-9.1333,87.1000,47.0950
79,20.3500,28.7100,-9.2611,87.8000,47.5450
80,20.3222,28.7100,-9.4111,88.9000,51.7625
81,20.0056,28.7300,-9.4667,90.3000,51.7000
82,20.0889,28.6800,-9.4889,91.2000,50.0125
83,20.4111,28.4300,-9.7722,89.7000,48.2200
84,20.3556,28.5200,-9.9389,89.2000,51.6900
85,20.0611,28.7100,-10.0333,87.9000,51.5025
86,20.1111,28.5900,-10.1278,86.4000,51.6600
87,20.3389,28.2500,-10.1333,85.0000,51.9100
88,20.3000,28.4200,-10.1000,82.9000,51.9100
89,20.1278,28.7400,-9.9833,81.3000,51.8475
90,20.0944,29.0600,-9.9222,78.3900,52.0975
91,20.1444,30.1500,-9.8667,74.9700,52.2225
92,20.1389,30.4500,-10.0111,74.1100,52.1900
93,20.0444,29.9800,-10.3167,74.6900,52.2525
94,20.0500,29.4100,-10.6000,75.4100,52.3450
95,20.0500,29.9600,-11.0389,78.1300,51.8450
96,20.0111,29.8600,-11.5556,80.2000,40.5950
1,20.0500,29.4900,-12.0111,83.5000,40.7513
2,20.2944,28.7600,-12.3889,85.4000,41.9388
3,20.0722,29.0500,-12.6111,85.6000,40.6263
4,20.2944,29.0300,-12.9111,86.6000,40.5950
5,20.2000,28.6900,-12.9944,87.5000,40.4388
6,20.4722,27.8400,-13.0722,88.3000,39.5888
7,20.0500,28.1100,-13.3000,90.1000,30.5888
8,19.5111,28.4400,-13.5750,90.9000,30.5888
9,19.6000,28.2700,-13.7539,91.1000,30.7138
10,19.3500,28.1500,-14.1133,90.9000,30.8138
11,20.0000,27.5300,-14.4261,91.2000,30.9063
12,20.2167,26.7700,-14.8389,91.6000,30.9063
13,19.7944,26.7900,-15.1672,92.0000,30.7813
14,19.3722,27.0900,-15.6083,92.0000,30.5313
15,19.8000,26.9100,-16.0256,92.3000,26.3438
16,20.2778,26.1600,-16.4750,92.2000,26.3750
17,19.6444,26.3100,-17.0133,92.3000,26.3125
18,19.9500,26.0000,-17.3267,92.0000,25.9700
19,19.9944,25.7600,-17.7672,91.4000,25.9075
20,20.1333,25.9800,-18.2972,90.9000,25.9075
21,19.7333,26.0000,-18.6244,91.1000,26.0325
22,19.8167,25.8800,-18.9794,90.6000,27.6000
23,19.5000,25.6400,-19.2972,90.2000,27.9750
24,20.0389,25.5100,-19.4806,89.7000,27.9750
25,19.8944,25.1300,-19.7350,89.1000,28.0688
26,19.1111,25.1400,-19.9900,89.0000,25.7813
27,19.5722,25.1000,-20.3083,88.3000,29.0638
28,20.1611,24.7900,-20.6328,88.3000,29.0638
29,19.9833,24.5400,-20.8011,88.2000,28.7200
30,20.4167,24.2500,-20.9022,88.1000,27.7200
31,19.7611,24.3500,-21.0650,87.9000,31.4375
32,20.1667,24.4800,-21.2489,87.6000,31.4063
33,19.9667,24.1400,-21.4556,87.1000,31.5000
34,20.0944,24.0000,-21.6372,87.1000,32.6875
35,19.9889,24.8000,-21.6906,87.1000,36.8125
36,20.1056,24.7900,-21.5989,87.8000,36.8438
37,19.6611,25.2000,-20.1261,87.1000,36.8125
38,19.8000,24.8000,-16.8256,75.7100,36.8450
39,19.3889,24.6100,-16.2967,72.7600,29.1575
40,20.0889,24.7700,-16.7967,77.0100,29.1575
41,19.9333,24.5800,-13.8606,73.1000,29.3450
42,19.6278,24.8900,-10.8778,56.0000,29.6575
43,19.8611,24.7600,-9.9056,48.9900,26.0650
44,20.3111,24.6600,-10.7111,48.8200,26.0650
45,20.0556,24.4900,-10.7278,47.4200,26.2213
46,20.1056,24.8600,-10.3167,45.3700,28.1263
47,20.3500,24.9100,-9.5278,41.4600,28.3763
48,20.4444,24.9500,-9.0722,38.2000,28.3763
49,20.3333,24.9900,-8.9833,40.2400,28.1888
50,20.6556,24.9800,-9.0000,38.1200,27.8138
51,20.7000,24.9700,-8.4944,36.4000,27.7513
52,20.7500,25.0200,-8.5167,35.1400,27.7513
53,20.7722,25.0500,-7.9556,35.1100,27.9700
54,20.9278,25.5200,-7.3889,34.0800,29.0450
55,21.0667,25.9100,-6.9722,32.3400,29.2625
56,21.0556,25.7800,-6.8667,31.6200,29.2313
57,21.0167,26.2100,-6.5500,31.8700,29.2938
58,21.1111,26.5200,-6.3278,30.7400,29.6688
59,21.0389,26.6600,-6.0056,29.1200,29.7638
60,20.7056,26.8300,-6.0611,31.1100,29.7950
61,20.8000,26.5000,-5.4556,30.9800,29.7638
62,21.0667,26.8300,-5.7389,29.4100,29.5888
63,20.9667,27.0100,-5.3167,28.2400,34.0263
64,20.7444,26.7900,-5.0111,29.9100,34.0263
65,20.8056,26.6300,-5.2222,31.1500,33.9950
66,21.1111,26.9400,-4.9333,30.1900,33.8200
67,21.1222,27.1800,-5.3722,29.8700,33.7575
68,20.8222,27.4500,-5.2333,30.0100,33.7263
69,20.8389,27.4700,-5.1278,31.0300,33.6638
70,21.0500,27.6500,-5.0278,31.2500,32.6888
71,20.8667,27.7000,-5.0167,31.3300,40.3438
72,20.2667,27.7000,-4.9056,31.8900,40.3750
73,20.0611,27.7100,-4.8722,31.7700,40.2500
74,20.4000,28.8400,-4.9889,31.4900,40.5000
75,20.5167,29.2200,-5.0333,32.6300,44.0625
76,20.1833,28.8900,-5.2833,33.4000,47.8125
77,19.9778,28.6100,-6.0111,43.1000,47.9063
78,20.1556,28.5200,-6.8389,48.3800,47.5563
79,20.1444,28.4800,-7.6167,55.6100,47.1563
80,20.0889,28.3300,-8.1833,61.5300,51.2513
81,19.8444,28.2000,-8.8944,64.2900,51.2513
82,20.1000,28.1000,-9.4889,66.3900,51.0763
83,20.3222,28.0200,-10.0167,66.8500,51.5013
84,20.5111,27.8000,-10.3667,68.8200,55.8763
85,20.1667,27.9800,-10.8889,71.8800,55.7825
86,20.2056,28.0200,-11.2611,73.1900,55.9325
87,20.2056,28.1100,-11.6333,75.4900,55.9325
88,20.1556,28.0600,-11.9111,76.6800,55.9950
89,20.0056,28.1000,-12.1000,76.9000,55.9950
90,20.2611,28.4000,-12.4167,77.7900,56.2700
91,20.2500,29.6200,-12.7444,80.5000,56.3450
92,20.3222,29.6700,-13.0722,82.0000,56.4375
93,20.0889,29.3800,-13.1944,82.4000,56.4375
94,20.1778,28.9200,-13.4117,83.1000,56.2375
95,19.9944,28.9400,-13.5928,83.7000,55.9625
96,20.0000,28.8000,-13.7539,84.2000,43.5563
1,19.7500,28.7000,-13.8822,84.3000,43.6500
2,19.8889,28.2200,-14.1306,85.3000,43.4500
3,19.7833,27.8500,-14.2744,85.6000,40.0000
4,19.9444,27.8600,-14.3400,85.9000,40.0313
5,19.8167,27.5000,-14.5428,86.5000,39.8125
6,19.5778,27.3800,-14.6678,86.8000,39.0625
7,19.7278,26.9000,-14.7989,87.3000,30.5625
8,20.0278,26.8400,-15.0111,87.6000,30.5625
9,19.9389,26.3100,-15.2278,88.6000,30.6875
10,19.3944,26.4500,-15.3144,88.7000,30.7125
11,20.0333,26.0400,-15.5917,88.9000,30.7750
12,19.8056,26.1400,-15.8217,89.4000,30.7750
13,19.3556,26.2400,-15.9778,89.5000,30.6813
14,19.6389,25.6800,-16.0356,89.6000,31.0563
15,20.1111,25.1800,-16.2283,89.5000,27.0263
16,20.5722,24.7300,-16.3428,89.0000,26.9950
17,20.4000,24.6500,-16.5333,88.9000,26.9638
18,20.0778,25.0200,-16.7300,89.2000,26.4713
19,19.9611,25.2700,-16.8544,89.8000,26.4088
20,20.0111,25.3300,-16.8433,89.6000,26.4088
21,19.8167,25.1600,-16.9311,89.7000,26.5025
22,19.4222,25.0800,-16.9128,89.6000,27.2950
23,19.8778,24.6200,-16.8450,89.3000,27.4200
24,19.8500,24.6000,-16.9472,89.2000,27.4513
25,19.8556,24.5900,-17.0733,89.5000,27.5450
26,19.9056,24.1000,-17.0706,89.8000,25.9075
27,19.9611,24.0000,-17.1589,89.5000,29.1575
28,19.8611,24.2500,-17.2450,89.6000,29.1575
29,19.7556,24.2400,-17.2233,89.7000,28.8450
30,19.3389,24.3200,-17.3194,89.4000,28.0950
31,19.7333,23.9800,-17.4111,89.1000,31.8450
32,19.7778,24.0700,-17.4128,89.4000,31.8450
33,19.5833,23.7800,-17.4711,89.4000,31.8763
34,19.7111,23.5600,-17.5522,89.3000,32.6263
35,19.8389,24.0000,-17.5144,89.2000,36.9388
36,20.2500,23.9600,-17.5922,89.0000,36.9388
37,20.0444,23.9300,-17.5628,89.2000,36.9388
38,20.0778,23.9800,-17.2617,89.4000,37.0963
39,19.5556,24.3200,-16.7772,89.0000,29.3463
40,19.9389,24.6600,-16.6139,88.3000,29.3463
41,20.0167,25.0100,-13.6622,85.6000,29.5025
42,20.1278,24.6100,-10.2444,72.1300,30.9825
43,20.1944,24.5400,-8.8389,65.6800,27.6075
44,20.2833,24.6000,-8.2222,62.3900,27.5763
45,20.2278,24.5700,-7.1944,58.8700,27.7638
46,20.3778,24.7800,-6.4889,56.8400,28.3888
47,20.4167,25.0700,-6.3222,55.8500,28.4513
48,20.4556,25.1000,-5.9611,54.8900,28.4825
49,20.3278,25.0900,-4.6444,51.5400,28.3575
50,20.7056,25.0800,-4.1833,49.4400,28.6075
51,20.7111,25.0600,-3.7500,47.5100,28.7000
52,20.5833,25.1200,-3.1667,47.0000,28.7000
53,20.5556,25.1900,-2.3000,48.0700,28.9188
54,21.0722,25.8000,-2.1222,48.1600,29.4688
55,21.1889,26.3400,-1.2500,47.0200,29.4688
56,20.9889,26.3800,-0.3944,44.4200,29.4688
57,21.0556,26.3700,0.0944,42.3300,29.4688
58,21.3222,26.5700,0.3444,41.8900,30.0688
59,21.1667,26.8900,0.9111,39.7300,30.2563
60,20.8611,27.1600,1.4333,39.1300,30.2563
61,20.8667,27.3500,1.5278,38.0500,30.2875
62,21.1833,27.4800,1.4611,39.2700,30.0625
63,21.0611,27.6200,1.4611,38.7500,34.4075
64,20.8167,27.8000,2.2667,36.1300,34.3763
65,20.8278,27.8500,2.1556,35.6500,34.3450
66,21.2333,27.9900,2.2556,34.6200,34.1200
67,21.2111,28.0900,1.8111,35.6300,34.1825
68,21.0167,28.2900,2.0556,36.2500,34.1825
69,21.0222,28.4100,2.2833,35.1100,34.1200
70,21.3000,28.6000,2.2944,35.4300,33.6950
71,21.1222,28.7100,2.3944,35.5600,41.7575
72,20.5944,28.7900,2.4333,36.3000,41.7575
73,20.5000,28.4800,2.5056,35.2500,41.5388
74,20.7444,29.2500,2.2667,37.7700,41.0888
75,20.6444,30.4600,1.9000,40.5100,44.7188
76,20.1889,29.3000,1.2222,43.4400,48.5625
77,20.1000,29.6600,0.2333,50.8600,48.7813
78,20.7000,29.7100,-0.7889,55.2100,49.0813
79,20.8333,29.6900,-1.6778,62.4500,48.9813
80,20.2500,29.9200,-2.2833,65.9800,53.2313
81,20.0000,29.9500,-2.8500,67.7300,53.1688
82,20.6000,29.9100,-3.2278,70.2800,52.5438
83,20.6667,29.9800,-3.3278,69.3800,52.1188
84,20.5167,30.0900,-3.6611,70.2200,56.3688
85,20.1056,30.2200,-3.8333,70.5400,56.2438
86,20.5833,30.1700,-4.0500,71.6500,56.1938
87,20.5778,30.4600,-4.1833,71.1400,56.4688
88,20.4833,30.4100,-4.2944,72.3400,56.5638
89,20.1444,30.3400,-4.5444,74.9400,56.5950
90,20.5333,30.9900,-4.7000,74.0000,57.1700
91,20.6444,32.4600,-4.7778,76.8900,57.3450
92,20.5556,32.2200,-4.8944,77.3000,57.5950
93,20.2000,31.8100,-5.1056,79.4800,57.5950
94,20.5778,31.4400,-5.2944,80.4000,57.9450
95,20.5722,31.0900,-5.4944,81.9000,57.9200
96,20.5944,30.9800,-5.7389,83.7000,45.2313
1,20.2556,30.8600,-5.9444,85.3000,45.3563
2,20.4333,30.5900,-6.1778,86.3000,44.7813
3,20.4056,30.3000,-6.5278,87.0000,41.2513
4,20.2556,30.1400,-6.7778,88.4000,41.2825
5,20.0000,30.0200,-6.9556,88.5000,41.0325
6,20.3444,29.6900,-7.2000,89.3000,39.9325
7,20.3389,29.5700,-7.3333,89.6000,30.9625
8,20.2389,29.4900,-7.4167,89.6000,30.9625
9,20.2222,29.3400,-7.4389,89.2000,31.0875
10,20.2889,29.0600,-7.5222,89.1000,30.8875
11,20.2333,29.1000,-7.6000,89.0000,30.8250
12,19.7278,29.2300,-7.7222,89.5000,30.8250
13,19.7278,28.9600,-7.8167,89.6000,30.7313
14,20.1222,28.1900,-7.8722,89.1000,31.3563
15,20.3222,27.7400,-7.9778,88.9000,27.5138
16,20.1889,27.7100,-8.0333,88.4000,27.5138
17,20.2167,27.5600,-8.0611,88.5000,27.4825
18,20.3833,27.7200,-8.1222,88.5000,27.3575
19,20.2889,27.8600,-8.0944,89.2000,27.3250
20,20.3167,27.9700,-8.0056,89.0000,27.2938
21,20.0444,27.9900,-7.9444,88.9000,27.3875
22,20.3056,27.9700,-7.8056,88.9000,28.5875
23,20.2778,27.8800,-7.6389,88.6000,28.8700
24,20.5000,27.9100,-7.6611,89.0000,28.8700
25,20.2500,27.8200,-7.6389,88.6000,29.0263
26,20.4889,27.7300,-7.8444,88.9000,28.9513
27,20.2889,27.5900,-8.0000,89.4000,33.2313
28,20.1556,27.5000,-8.1556,90.0000,33.2313
29,20.1111,27.3100,-8.2889,90.3000,33.0438
30,20.2056,27.2400,-8.4222,90.6000,32.4938
31,20.2167,27.2700,-8.5389,91.3000,36.5263
32,20.2278,27.2300,-8.5611,91.5000,36.5575
33,20.0500,27.1600,-8.5667,91.5000,36.5263
34,20.2833,26.9600,-8.5444,91.7000,36.6013
35,20.3667,26.6900,-8.6389,91.9000,40.8188
36,20.4167,26.9700,-8.6667,91.9000,40.8188
37,19.9444,27.1100,-8.5500,92.0000,40.8500
38,20.3000,26.9200,-8.1611,91.2000,41.0000
39,20.2778,27.0400,-7.5000,90.2000,32.7825
40,20.2556,27.1100,-6.6944,88.9000,32.7825
41,20.1611,27.0400,-5.0889,85.0000,32.9388
42,20.3444,27.0300,-4.0778,81.6000,33.3888
43,20.6111,27.0000,-3.0111,78.1200,31.8888
44,20.1611,27.3200,-2.0444,72.1400,31.8888
45,20.1667,27.0400,-1.3333,67.8800,30.3263
46,20.6389,26.9000,-0.3722,63.0200,29.0263
47,20.7944,26.8000,0.7222,55.2600,29.2138
48,20.7222,26.7300,1.5778,51.3100,29.2138
49,20.8944,26.9300,1.8889,49.6500,29.2138
50,21.3056,27.4000,2.5278,46.3000,29.4388
51,21.2889,27.5900,2.6944,45.3600,29.6563
52,20.8000,27.8500,3.4944,42.1900,29.6563
53,20.6333,28.0500,4.0444,40.5000,29.6875
54,20.9056,27.7100,4.3333,39.2500,29.0375
55,21.0667,28.1100,4.7722,37.4400,28.9125
56,20.7778,28.2400,5.5111,36.8600,28.9125
57,20.6944,28.3500,6.2333,34.3600,28.8813
58,19.5167,27.4500,6.8333,32.0700,28.5938
59,19.5000,26.9300,7.3444,31.6400,28.6563
60,19.9778,26.1800,7.2167,31.8900,28.6563
61,19.6833,25.6800,7.1000,32.0600,28.6875
62,19.2056,25.0700,7.5444,32.3000,29.1000
63,19.8056,24.9400,8.4444,31.4100,34.2250
64,19.6056,25.0800,8.6611,32.4700,34.1938
65,20.9722,25.3400,8.5944,32.6600,34.1938
66,21.2222,26.2800,8.5778,33.0100,34.5438
67,21.2444,27.0800,8.3000,35.8000,34.7013
68,21.0056,27.4400,8.4556,35.6600,34.7325
69,20.9611,27.7800,8.5778,36.6000,34.7325
70,21.2333,28.1400,8.7000,37.1900,34.2575
71,21.2889,28.3500,8.8278,36.9100,42.5750
72,20.8722,28.5600,8.8444,37.5300,43.0438
73,20.7167,28.7500,8.7667,38.3100,43.0438
74,20.8278,29.0600,8.5889,39.9600,42.6938
75,20.9000,29.5800,8.0444,42.7700,42.4938
76,20.5611,29.5600,7.0889,46.4000,49.9625
77,20.4444,29.6300,5.9667,52.4800,49.9625
78,20.7389,29.7000,4.7889,58.2700,49.5250
79,20.7333,29.8400,3.6611,62.1900,49.4500
80,20.4944,29.8900,2.8389,63.4100,53.9200
81,20.2222,29.9000,2.1056,65.2300,53.8888
82,20.4056,29.9200,1.3778,68.3500,53.5138
83,20.4500,30.1200,0.8056,70.5900,53.1388
84,20.3500,30.1600,0.3278,72.7800,57.5763
85,19.9611,30.1100,0.0167,74.1100,57.5763
86,20.6611,30.0500,-0.3889,76.0500,57.1088
87,20.8667,30.5600,-0.6556,77.2900,57.3588
88,20.9778,30.6700,-0.8722,78.4100,57.4213
89,20.4444,30.6700,-0.9444,78.7100,57.4525
90,20.3778,31.2200,-1.1222,79.3300,57.5150
91,20.5778,31.6700,-1.3111,80.3000,57.4650
92,20.4944,31.2800,-1.4167,80.8000,57.8400
93,20.0389,31.0000,-1.6111,81.8000,57.8088
94,20.6278,30.8700,-1.7611,82.5000,57.8088
95,20.7667,31.1400,-1.8778,83.4000,58.1838
96,20.7833,31.0900,-2.0333,83.1000,45.2763
